CNTYNAMB,STATE_CD,CODE,BANKCOUNT,ASSET,STATE_BANKCOUNT,STATE_ASSET_SUM
Bradford,PA,us-pa-015,1,298838,92,94633906
Bucks,PA,us-pa-017,4,1624432,92,94633906
Cambria,PA,us-pa-021,2,1988045,92,94633906
Carbon,PA,us-pa-025,3,1219117,92,94633906
Chester,PA,us-pa-029,7,10391336,92,94633906
Clarion,PA,us-pa-031,1,131707,92,94633906
Clearfield,PA,us-pa-033,2,2665144,92,94633906
Columbia,PA,us-pa-037,2,1566950,92,94633906
Cumberland,PA,us-pa-041,3,4790377,92,94633906
Dauphin,PA,us-pa-043,3,1524819,92,94633906
Delaware,PA,us-pa-045,1,99091,92,94633906
Franklin,PA,us-pa-055,2,1196608,92,94633906
Greene,PA,us-pa-059,1,836103,92,94633906
Huntingdon,PA,us-pa-061,1,313089,92,94633906
Indiana,PA,us-pa-063,3,12681730,92,94633906
Jefferson,PA,us-pa-065,1,107596,92,94633906
Juniata,PA,us-pa-067,1,481760,92,94633906
Lackawanna,PA,us-pa-069,2,2461221,92,94633906
Lancaster,PA,us-pa-071,2,18618977,92,94633906
Lebanon,PA,us-pa-075,1,453839,92,94633906
Lehigh,PA,us-pa-077,2,912550,92,94633906
Luzerne,PA,us-pa-079,2,617442,92,94633906
Lycoming,PA,us-pa-081,3,1666523,92,94633906
McKean,PA,us-pa-083,1,452158,92,94633906
Mercer,PA,us-pa-085,1,352370,92,94633906
Mifflin,PA,us-pa-087,1,680895,92,94633906
Montgomery,PA,us-pa-091,6,7000028,92,94633906
Northampton,PA,us-pa-095,3,2561209,92,94633906
Northumberland,PA,us-pa-097,1,127791,92,94633906
Perry,PA,us-pa-099,3,751099,92,94633906
Philadelphia,PA,us-pa-101,5,1538215,92,94633906
Somerset,PA,us-pa-111,1,992081,92,94633906
Tioga,PA,us-pa-117,2,2182546,92,94633906
Union,PA,us-pa-119,2,743892,92,94633906
Wayne,PA,us-pa-127,2,1360400,92,94633906
Westmoreland,PA,us-pa-129,3,676268,92,94633906
York,PA,us-pa-133,2,1717831,92,94633906
San Juan,PR,us-pr-127,5,59412311,5,59412311
Kent,RI,us-ri-003,1,38660,4,7022588
Newport,RI,us-ri-005,1,1340692,4,7022588
Providence,RI,us-ri-007,1,2000958,4,7022588
Washington,RI,us-ri-009,1,3642278,4,7022588
Aiken,SC,us-sc-003,2,914578,45,24659144
Anderson,SC,us-sc-007,2,451914,45,24659144
Bamberg,SC,us-sc-009,1,310478,45,24659144
Beaufort,SC,us-sc-013,2,493913,45,24659144
Charleston,SC,us-sc-019,4,2668615,45,24659144
Clarendon,SC,us-sc-027,1,225167,45,24659144
Colleton,SC,us-sc-029,1,171669,45,24659144
Darlington,SC,us-sc-031,3,549994,45,24659144
Florence,SC,us-sc-041,2,771903,45,24659144
Georgetown,SC,us-sc-043,1,146866,45,24659144
Greenville,SC,us-sc-045,6,3755261,45,24659144
Greenwood,SC,us-sc-047,1,337177,45,24659144
Hampton,SC,us-sc-049,1,489303,45,24659144
Horry,SC,us-sc-051,3,892612,45,24659144
Kershaw,SC,us-sc-055,1,565605,45,24659144
Lexington,SC,us-sc-063,2,946491,45,24659144
Marion,SC,us-sc-067,1,509953,45,24659144
Oconee,SC,us-sc-073,2,442533,45,24659144
Orangeburg,SC,us-sc-075,1,275862,45,24659144
Richland,SC,us-sc-079,2,8144525,45,24659144
Spartanburg,SC,us-sc-083,2,686990,45,24659144
Union,SC,us-sc-087,1,502166,45,24659144
Williamsburg,SC,us-sc-089,1,82840,45,24659144
York,SC,us-sc-091,2,322729,45,24659144
Aurora,SD,us-sd-003,2,212022,57,23892603
Bon Homme,SD,us-sd-009,3,210697,57,23892603
Brookings,SD,us-sd-011,3,1153484,57,23892603
Brown,SD,us-sd-013,3,2295853,57,23892603
Butte,SD,us-sd-019,1,607711,57,23892603
Campbell,SD,us-sd-021,1,106716,57,23892603
Charles Mix,SD,us-sd-023,2,171808,57,23892603
Codington,SD,us-sd-029,1,9758015,57,23892603
Dewey,SD,us-sd-041,2,93931,57,23892603
Douglas,SD,us-sd-043,1,116775,57,23892603
Edmunds,SD,us-sd-045,3,181553,57,23892603
Grant,SD,us-sd-051,1,158467,57,23892603
Gregory,SD,us-sd-053,1,358424,57,23892603
Hamlin,SD,us-sd-057,2,311285,57,23892603
Hand,SD,us-sd-059,1,156286,57,23892603
Hanson,SD,us-sd-061,3,181312,57,23892603
Hughes,SD,us-sd-065,2,927592,57,23892603
Hutchinson,SD,us-sd-067,3,330478,57,23892603
Jerauld,SD,us-sd-073,1,589781,57,23892603
Kingsbury,SD,us-sd-077,2,136878,57,23892603
Lincoln,SD,us-sd-083,3,306047,57,23892603
McPherson,SD,us-sd-089,1,93131,57,23892603
Miner,SD,us-sd-097,1,46982,57,23892603
Minnehaha,SD,us-sd-099,3,3442450,57,23892603
Potter,SD,us-sd-107,1,594264,57,23892603
Roberts,SD,us-sd-109,2,104675,57,23892603
Spink,SD,us-sd-115,2,107940,57,23892603
Stanley,SD,us-sd-117,1,77727,57,23892603
Sully,SD,us-sd-119,1,60754,57,23892603
Turner,SD,us-sd-125,2,164047,57,23892603
Union,SD,us-sd-127,2,835518,57,23892603
Anderson,TN,us-tn-001,1,188126,148,56140851
Bedford,TN,us-tn-003,2,514060,148,56140851
Benton,TN,us-tn-005,1,379079,148,56140851
Bledsoe,TN,us-tn-007,1,110635,148,56140851
Blount,TN,us-tn-009,2,524335,148,56140851
Bradley,TN,us-tn-011,2,493766,148,56140851
Campbell,TN,us-tn-013,2,206602,148,56140851
Carroll,TN,us-tn-017,4,730300,148,56140851
Carter,TN,us-tn-019,1,696387,148,56140851
Cheatham,TN,us-tn-021,1,201771,148,56140851
Chester,TN,us-tn-023,1,69700,148,56140851
Claiborne,TN,us-tn-025,3,1229316,148,56140851
Coffee,TN,us-tn-031,5,833175,148,56140851
Crockett,TN,us-tn-033,1,139947,148,56140851
Cumberland,TN,us-tn-035,1,285113,148,56140851
Davidson,TN,us-tn-037,8,12152239,148,56140851
Decatur,TN,us-tn-039,2,123439,148,56140851
Dickson,TN,us-tn-043,2,456465,148,56140851
Dyer,TN,us-tn-045,1,174538,148,56140851
Fayette,TN,us-tn-047,1,369916,148,56140851
Fentress,TN,us-tn-049,2,469881,148,56140851
Franklin,TN,us-tn-051,2,276639,148,56140851
Gibson,TN,us-tn-053,3,202527,148,56140851
Giles,TN,us-tn-055,1,213853,148,56140851
Grainger,TN,us-tn-057,1,197932,148,56140851
Greene,TN,us-tn-059,3,489262,148,56140851
Hamilton,TN,us-tn-065,4,2521898,148,56140851
Hardeman,TN,us-tn-069,1,83715,148,56140851
Hardin,TN,us-tn-071,2,538121,148,56140851
Hawkins,TN,us-tn-073,2,295237,148,56140851
Haywood,TN,us-tn-075,1,287439,148,56140851
Henderson,TN,us-tn-077,2,194555,148,56140851
Henry,TN,us-tn-079,2,838421,148,56140851
Houston,TN,us-tn-083,1,116519,148,56140851
Jefferson,TN,us-tn-089,1,136955,148,56140851
Johnson,TN,us-tn-091,2,254105,148,56140851
Knox,TN,us-tn-093,3,1627077,148,56140851
Lauderdale,TN,us-tn-097,4,367301,148,56140851
Lincoln,TN,us-tn-103,1,130115,148,56140851
Macon,TN,us-tn-111,2,1186572,148,56140851
Madison,TN,us-tn-113,2,600258,148,56140851
Marion,TN,us-tn-115,1,138787,148,56140851
Marshall,TN,us-tn-117,1,290311,148,56140851
Maury,TN,us-tn-119,3,1765712,148,56140851
McNairy,TN,us-tn-109,2,122285,148,56140851
Monroe,TN,us-tn-123,1,213232,148,56140851
Montgomery,TN,us-tn-125,4,1894531,148,56140851
Morgan,TN,us-tn-129,1,152182,148,56140851
Obion,TN,us-tn-131,3,2059384,148,56140851
Overton,TN,us-tn-133,2,279843,148,56140851
Perry,TN,us-tn-135,1,149450,148,56140851
Pickett,TN,us-tn-137,1,113243,148,56140851
Putnam,TN,us-tn-141,2,529320,148,56140851
Rhea,TN,us-tn-143,1,271551,148,56140851
Sequatchie,TN,us-tn-153,2,746140,148,56140851
Sevier,TN,us-tn-155,3,1471677,148,56140851
Shelby,TN,us-tn-157,13,4892508,148,56140851
Smith,TN,us-tn-159,1,542591,148,56140851
Sullivan,TN,us-tn-163,2,1253774,148,56140851
Sumner,TN,us-tn-165,3,1237653,148,56140851
Tipton,TN,us-tn-167,1,51574,148,56140851
Trousdale,TN,us-tn-169,1,180076,148,56140851
Unicoi,TN,us-tn-171,1,442466,148,56140851
Warren,TN,us-tn-177,2,320723,148,56140851
Wayne,TN,us-tn-181,3,604336,148,56140851
Weakley,TN,us-tn-183,2,169986,148,56140851
Williamson,TN,us-tn-187,3,2717283,148,56140851
Wilson,TN,us-tn-189,4,2622942,148,56140851
Andrews,TX,us-tx-003,1,521259,261,241747511
Angelina,TX,us-tx-005,2,1147376,261,241747511
Atascosa,TX,us-tx-013,2,251140,261,241747511
Austin,TX,us-tx-015,4,1434843,261,241747511
Bailey,TX,us-tx-017,2,213027,261,241747511
Bandera,TX,us-tx-019,2,120220,261,241747511
Bastrop,TX,us-tx-021,1,143806,261,241747511
Baylor,TX,us-tx-023,1,186318,261,241747511
Bell,TX,us-tx-027,1,269774,261,241747511
Bexar,TX,us-tx-029,4,30318191,261,241747511
Blanco,TX,us-tx-031,1,115619,261,241747511
Bosque,TX,us-tx-035,1,113164,261,241747511
Bowie,TX,us-tx-037,1,175531,261,241747511
Brazoria,TX,us-tx-039,3,549180,261,241747511
Brazos,TX,us-tx-041,2,1563544,261,241747511
Brooks,TX,us-tx-047,1,66492,261,241747511
Brown,TX,us-tx-049,1,409691,261,241747511
Burleson,TX,us-tx-051,1,449229,261,241747511
Burnet,TX,us-tx-053,1,248498,261,241747511
Caldwell,TX,us-tx-055,1,66717,261,241747511
Cameron,TX,us-tx-061,2,1537014,261,241747511
Camp,TX,us-tx-063,1,601045,261,241747511
Cass,TX,us-tx-067,1,16106,261,241747511
Castro,TX,us-tx-069,1,1119512,261,241747511
Chambers,TX,us-tx-071,1,155312,261,241747511
Childress,TX,us-tx-075,1,88288,261,241747511
Coke,TX,us-tx-081,1,46712,261,241747511
Coleman,TX,us-tx-083,1,104786,261,241747511
Collin,TX,us-tx-085,4,11603126,261,241747511
Collingsworth,TX,us-tx-087,1,241067,261,241747511
Colorado,TX,us-tx-089,3,377093,261,241747511
Comanche,TX,us-tx-093,1,77183,261,241747511
Concho,TX,us-tx-095,2,194866,261,241747511
Cooke,TX,us-tx-097,2,1144856,261,241747511
Crosby,TX,us-tx-107,1,290750,261,241747511
Dallas,TX,us-tx-113,21,87916546,261,241747511
De Witt,TX,us-tx-123,1,187555,261,241747511
Delta,TX,us-tx-119,1,28602,261,241747511
Denton,TX,us-tx-121,5,2477508,261,241747511
Dickens,TX,us-tx-125,1,45206,261,241747511
Dimmit,TX,us-tx-127,1,68602,261,241747511
Donley,TX,us-tx-129,1,38568,261,241747511
Duval,TX,us-tx-131,2,119665,261,241747511
Ector,TX,us-tx-135,2,767115,261,241747511
Edwards,TX,us-tx-137,1,74170,261,241747511
El Paso,TX,us-tx-141,2,1299418,261,241747511
Ellis,TX,us-tx-139,3,294603,261,241747511
Fannin,TX,us-tx-147,1,84155,261,241747511
Fayette,TX,us-tx-149,3,924418,261,241747511
Foard,TX,us-tx-155,1,36290,261,241747511
Frio,TX,us-tx-163,2,636698,261,241747511
Galveston,TX,us-tx-167,2,1055133,261,241747511
Gillespie,TX,us-tx-171,1,834866,261,241747511
Gray,TX,us-tx-179,1,34615,261,241747511
Grayson,TX,us-tx-181,2,2534228,261,241747511
Gregg,TX,us-tx-183,3,2548752,261,241747511
Grimes,TX,us-tx-185,1,163596,261,241747511
Guadalupe,TX,us-tx-187,2,336947,261,241747511
Hale,TX,us-tx-189,1,29209,261,241747511
Hall,TX,us-tx-191,1,65802,261,241747511
Hansford,TX,us-tx-195,2,197397,261,241747511
Hardeman,TX,us-tx-197,1,43970,261,241747511
Harris,TX,us-tx-201,12,6329529,261,241747511
Harrison,TX,us-tx-203,1,222578,261,241747511
Henderson,TX,us-tx-213,2,489208,261,241747511
Hidalgo,TX,us-tx-215,3,552105,261,241747511
Hockley,TX,us-tx-219,2,193426,261,241747511
Hopkins,TX,us-tx-223,1,647520,261,241747511
Houston,TX,us-tx-225,2,82356,261,241747511
Hunt,TX,us-tx-231,1,42318,261,241747511
Jackson,TX,us-tx-239,1,61652,261,241747511
Jeff Davis,TX,us-tx-243,1,71811,261,241747511
Johnson,TX,us-tx-251,2,802329,261,241747511
Kendall,TX,us-tx-259,1,122065,261,241747511
Kimble,TX,us-tx-267,1,48394,261,241747511
Lamar,TX,us-tx-277,1,119175,261,241747511
Lamb,TX,us-tx-279,2,912959,261,241747511
Lampasas,TX,us-tx-281,1,117942,261,241747511
Lavaca,TX,us-tx-285,1,276951,261,241747511
Leon,TX,us-tx-289,3,879778,261,241747511
Limestone,TX,us-tx-293,1,133609,261,241747511
Live Oak,TX,us-tx-297,1,162979,261,241747511
Llano,TX,us-tx-299,1,159479,261,241747511
Lubbock,TX,us-tx-303,9,6326641,261,241747511
Mason,TX,us-tx-319,2,142228,261,241747511
McLennan,TX,us-tx-309,6,1185569,261,241747511
Medina,TX,us-tx-325,1,134780,261,241747511
Menard,TX,us-tx-327,1,34171,261,241747511
Midland,TX,us-tx-329,2,1149622,261,241747511
Milam,TX,us-tx-331,1,77571,261,241747511
Mills,TX,us-tx-333,1,288314,261,241747511
Navarro,TX,us-tx-349,3,221205,261,241747511
Nolan,TX,us-tx-353,1,153785,261,241747511
Nueces,TX,us-tx-355,4,1260001,261,241747511
Orange,TX,us-tx-361,1,178920,261,241747511
Panola,TX,us-tx-365,1,515964,261,241747511
Parker,TX,us-tx-367,1,136272,261,241747511
Parmer,TX,us-tx-369,1,117557,261,241747511
Pecos,TX,us-tx-371,1,213046,261,241747511
Polk,TX,us-tx-373,2,458842,261,241747511
Potter,TX,us-tx-375,2,1394203,261,241747511
Randall,TX,us-tx-381,1,139047,261,241747511
Reeves,TX,us-tx-389,1,143869,261,241747511
Rockwall,TX,us-tx-397,1,77433,261,241747511
Runnels,TX,us-tx-399,2,163842,261,241747511
Rusk,TX,us-tx-401,1,353812,261,241747511
Sabine,TX,us-tx-403,1,54286,261,241747511
San Jacinto,TX,us-tx-407,2,146561,261,241747511
San Patricio,TX,us-tx-409,1,134053,261,241747511
Scurry,TX,us-tx-415,2,276851,261,241747511
Shelby,TX,us-tx-419,2,485141,261,241747511
Sherman,TX,us-tx-421,1,230789,261,241747511
Smith,TX,us-tx-423,4,6146869,261,241747511
Starr,TX,us-tx-427,1,84309,261,241747511
Swisher,TX,us-tx-437,1,2651075,261,241747511
Tarrant,TX,us-tx-439,5,2622614,261,241747511
Taylor,TX,us-tx-441,1,45551,261,241747511
Tom Green,TX,us-tx-451,1,255785,261,241747511
Travis,TX,us-tx-453,1,1393989,261,241747511
Tyler,TX,us-tx-457,1,156710,261,241747511
Uvalde,TX,us-tx-463,1,1356326,261,241747511
Val Verde,TX,us-tx-465,2,459827,261,241747511
Van Zandt,TX,us-tx-467,1,135849,261,241747511
Ward,TX,us-tx-475,1,129232,261,241747511
Washington,TX,us-tx-477,2,85081,261,241747511
Webb,TX,us-tx-479,4,12617145,261,241747511
Wharton,TX,us-tx-481,3,22353223,261,241747511
Wheeler,TX,us-tx-483,1,88342,261,241747511
Wichita,TX,us-tx-485,2,706579,261,241747511
Williamson,TX,us-tx-491,4,1415280,261,241747511
Wilson,TX,us-tx-493,1,48430,261,241747511
Wise,TX,us-tx-497,2,275830,261,241747511
Young,TX,us-tx-503,3,689767,261,241747511
Zapata,TX,us-tx-505,1,533442,261,241747511
Zavala,TX,us-tx-507,1,68749,261,241747511
Cache,UT,us-ut-005,2,1158825,45,276622584
Davis,UT,us-ut-011,2,363376,45,276622584
Iron,UT,us-ut-021,1,850918,45,276622584
Salt Lake,UT,us-ut-035,27,268672667,45,276622584
Sanpete,UT,us-ut-039,1,79343,45,276622584
Sevier,UT,us-ut-041,1,63711,45,276622584
Summit,UT,us-ut-043,1,133956,45,276622584
Utah,UT,us-ut-049,6,3381022,45,276622584
Wasatch,UT,us-ut-051,1,341798,45,276622584
Washington,UT,us-ut-053,1,100130,45,276622584
Weber,UT,us-ut-057,2,1476838,45,276622584
Accomack,VA,us-va-001,1,396010,71,65632584
Alexandria (City),VA,us-va-510,1,2685078,71,65632584
Alleghany,VA,us-va-005,1,131216,71,65632584
Appomattox,VA,us-va-011,1,219532,71,65632584
Bedford,VA,us-va-019,1,148494,71,65632584
Botetourt,VA,us-va-023,2,534708,71,65632584
Buchanan,VA,us-va-027,1,441828,71,65632584
Charlotte,VA,us-va-037,1,132914,71,65632584
Chesapeake (City),VA,us-va-550,1,1170363,71,65632584
Chesterfield,VA,us-va-041,3,914687,71,65632584
Clarke,VA,us-va-043,1,630115,71,65632584
Craig,VA,us-va-045,1,56430,71,65632584
Danville (City),VA,us-va-590,2,217455,71,65632584
Dinwiddie,VA,us-va-053,2,767473,71,65632584
Essex,VA,us-va-057,1,1219669,71,65632584
Fairfax,VA,us-va-059,6,8155778,71,65632584
Fairfax (City),VA,us-va-600,2,7776313,71,65632584
Fauquier,VA,us-va-061,1,596039,71,65632584
Floyd,VA,us-va-063,1,267762,71,65632584
Fredericksburg (City),VA,us-va-630,1,283008,71,65632584
Henrico,VA,us-va-087,2,1774718,71,65632584
Highland,VA,us-va-091,2,161999,71,65632584
Isle of Wight,VA,us-va-093,1,410355,71,65632584
King William,VA,us-va-101,1,1368489,71,65632584
Lancaster,VA,us-va-103,2,1074152,71,65632584
Lee,VA,us-va-105,3,401614,71,65632584
Loudoun,VA,us-va-107,1,1236017,71,65632584
Louisa,VA,us-va-109,1,214548,71,65632584
Lunenburg,VA,us-va-111,1,502410,71,65632584
Lynchburg (City),VA,us-va-680,1,493051,71,65632584
Martinsville (City),VA,us-va-690,1,4796721,71,65632584
Mecklenburg,VA,us-va-117,1,170236,71,65632584
Montgomery,VA,us-va-121,1,92453,71,65632584
Norfolk (City),VA,us-va-710,1,323637,71,65632584
Nottoway,VA,us-va-135,1,343865,71,65632584
Page,VA,us-va-139,2,418392,71,65632584
Petersburg (City),VA,us-va-730,1,283416,71,65632584
Portsmouth (City),VA,us-va-740,1,6055141,71,65632584
Richmond (City),VA,us-va-760,2,8468443,71,65632584
Roanoke (City),VA,us-va-770,2,1292930,71,65632584
Rockingham,VA,us-va-165,1,648112,71,65632584
Russell,VA,us-va-167,2,2061661,71,65632584
Shenandoah,VA,us-va-171,1,695175,71,65632584
Smyth,VA,us-va-173,1,367329,71,65632584
Tazewell,VA,us-va-185,2,2649948,71,65632584
Virginia Beach (City),VA,us-va-810,1,1607973,71,65632584
Washington,VA,us-va-191,1,610646,71,65632584
Waynesboro (City),VA,us-va-820,1,96159,71,65632584
Westmoreland,VA,us-va-193,1,160926,71,65632584
Wise,VA,us-va-195,1,107196,71,65632584
St. Croix,VI,us-vi-010,1,124456,2,261291
St. Thomas,VI,us-vi-030,1,136835,2,261291
Chittenden,VT,us-vt-007,1,1679937,3,2533100
Franklin,VT,us-vt-011,1,253209,3,2533100
Lamoille,VT,us-vt-015,1,599954,3,2533100
Benton,WA,us-wa-005,1,259772,39,37522645
Chelan,WA,us-wa-007,1,1320786,39,37522645
Cowlitz,WA,us-wa-015,1,52037,39,37522645
Grays Harbor,WA,us-wa-027,1,785889,39,37522645
King,WA,us-wa-033,5,1573977,39,37522645
Kitsap,WA,us-wa-035,2,1085153,39,37522645
Lewis,WA,us-wa-041,1,373625,39,37522645
Okanogan,WA,us-wa-047,1,29314,39,37522645
Pierce,WA,us-wa-053,4,8828592,39,37522645
San Juan,WA,us-wa-055,1,259614,39,37522645
Skagit,WA,us-wa-057,2,965956,39,37522645
Snohomish,WA,us-wa-061,4,1155839,39,37522645
Spokane,WA,us-wa-063,7,10589826,39,37522645
Thurston,WA,us-wa-067,4,3839269,39,37522645
Walla Walla,WA,us-wa-071,1,4941490,39,37522645
Whatcom,WA,us-wa-073,1,1407018,39,37522645
Whitman,WA,us-wa-075,2,54488,39,37522645
Adams,WI,us-wi-001,1,139843,185,48029915
Ashland,WI,us-wi-003,1,231503,185,48029915
Barron,WI,us-wi-005,4,984571,185,48029915
Bayfield,WI,us-wi-007,2,124732,185,48029915
Brown,WI,us-wi-009,3,563048,185,48029915
Buffalo,WI,us-wi-011,3,532797,185,48029915
Calumet,WI,us-wi-015,2,256663,185,48029915
Chippewa,WI,us-wi-017,3,608219,185,48029915
Clark,WI,us-wi-019,2,320174,185,48029915
Columbia,WI,us-wi-021,3,833822,185,48029915
Crawford,WI,us-wi-023,1,652386,185,48029915
Dane,WI,us-wi-025,17,7481230,185,48029915
Dodge,WI,us-wi-027,4,835982,185,48029915
Door,WI,us-wi-029,1,980418,185,48029915
Eau Claire,WI,us-wi-035,2,688395,185,48029915
Florence,WI,us-wi-037,1,88580,185,48029915
Fond du Lac,WI,us-wi-039,3,728261,185,48029915
Forest,WI,us-wi-041,1,167136,185,48029915
Grant,WI,us-wi-043,4,835786,185,48029915
Green,WI,us-wi-045,3,569979,185,48029915
Green Lake,WI,us-wi-047,3,457069,185,48029915
Iowa,WI,us-wi-049,2,296012,185,48029915
Jackson,WI,us-wi-053,2,289815,185,48029915
Jefferson,WI,us-wi-055,7,1243186,185,48029915
Juneau,WI,us-wi-057,3,645238,185,48029915
Kenosha,WI,us-wi-059,1,259339,185,48029915
Kewaunee,WI,us-wi-061,2,352210,185,48029915
La Crosse,WI,us-wi-063,5,949164,185,48029915
Lafayette,WI,us-wi-065,2,102583,185,48029915
Lincoln,WI,us-wi-069,1,58561,185,48029915
Manitowoc,WI,us-wi-071,3,946690,185,48029915
Marathon,WI,us-wi-073,7,2568811,185,48029915
Marinette,WI,us-wi-075,1,145809,185,48029915
Marquette,WI,us-wi-077,1,57611,185,48029915
Milwaukee,WI,us-wi-079,4,1123107,185,48029915
Monroe,WI,us-wi-081,4,515873,185,48029915
Outagamie,WI,us-wi-087,4,649484,185,48029915
Ozaukee,WI,us-wi-089,3,855422,185,48029915
Pepin,WI,us-wi-091,1,404239,185,48029915
Pierce,WI,us-wi-093,1,83586,185,48029915
Portage,WI,us-wi-097,5,366573,185,48029915
Price,WI,us-wi-099,1,26849,185,48029915
Racine,WI,us-wi-101,3,4407492,185,48029915
Richland,WI,us-wi-103,2,131510,185,48029915
Rock,WI,us-wi-105,6,1131809,185,48029915
Rusk,WI,us-wi-107,2,148932,185,48029915
Sauk,WI,us-wi-111,2,467537,185,48029915
Sawyer,WI,us-wi-113,2,610353,185,48029915
Shawano,WI,us-wi-115,3,171487,185,48029915
Sheboygan,WI,us-wi-117,2,246688,185,48029915
St. Croix,WI,us-wi-109,2,309683,185,48029915
Trempealeau,WI,us-wi-121,6,745677,185,48029915
Vernon,WI,us-wi-123,4,785784,185,48029915
Vilas,WI,us-wi-125,1,65540,185,48029915
Walworth,WI,us-wi-127,4,801843,185,48029915
Washburn,WI,us-wi-129,1,172336,185,48029915
Washington,WI,us-wi-131,2,557221,185,48029915
Waukesha,WI,us-wi-133,9,5078488,185,48029915
Waupaca,WI,us-wi-135,3,712459,185,48029915
Winnebago,WI,us-wi-139,2,520666,185,48029915
Wood,WI,us-wi-141,5,943654,185,48029915
Barbour,WV,us-wv-001,2,266681,49,26385482
Boone,WV,us-wv-005,1,101954,49,26385482
Cabell,WV,us-wv-011,3,1592274,49,26385482
Calhoun,WV,us-wv-013,1,127494,49,26385482
Clay,WV,us-wv-015,1,82279,49,26385482
Doddridge,WV,us-wv-017,2,347942,49,26385482
Fayette,WV,us-wv-019,1,127978,49,26385482
Grant,WV,us-wv-023,1,239511,49,26385482
Hampshire,WV,us-wv-027,2,438237,49,26385482
Hancock,WV,us-wv-029,1,26239,49,26385482
Hardy,WV,us-wv-031,2,1621973,49,26385482
Harrison,WV,us-wv-033,1,102087,49,26385482
Jefferson,WV,us-wv-037,2,606916,49,26385482
Kanawha,WV,us-wv-039,1,206762,49,26385482
Lewis,WV,us-wv-041,1,191338,49,26385482
Logan,WV,us-wv-045,1,264071,49,26385482
Marion,WV,us-wv-049,2,1461606,49,26385482
McDowell,WV,us-wv-047,2,413132,49,26385482
Mercer,WV,us-wv-055,1,406230,49,26385482
Mingo,WV,us-wv-059,1,87820,49,26385482
Monongalia,WV,us-wv-061,1,34741,49,26385482
Monroe,WV,us-wv-063,1,121386,49,26385482
Morgan,WV,us-wv-065,1,310330,49,26385482
Ohio,WV,us-wv-069,2,8699614,49,26385482
Pendleton,WV,us-wv-071,1,267972,49,26385482
Pleasants,WV,us-wv-073,1,68021,49,26385482
Preston,WV,us-wv-077,1,513775,49,26385482
Putnam,WV,us-wv-079,2,705525,49,26385482
Randolph,WV,us-wv-083,2,362845,49,26385482
Roane,WV,us-wv-087,2,453652,49,26385482
Tucker,WV,us-wv-093,1,52777,49,26385482
Tyler,WV,us-wv-095,1,234061,49,26385482
Wood,WV,us-wv-107,3,5720815,49,26385482
Wyoming,WV,us-wv-109,1,127444,49,26385482
Albany,WY,us-wy-001,1,172485,26,5428557
Big Horn,WY,us-wy-003,1,325980,26,5428557
Carbon,WY,us-wy-007,1,128662,26,5428557
Converse,WY,us-wy-009,1,509397,26,5428557
Crook,WY,us-wy-011,1,174352,26,5428557
Fremont,WY,us-wy-013,2,293604,26,5428557
Goshen,WY,us-wy-015,2,1036194,26,5428557
Johnson,WY,us-wy-019,2,381715,26,5428557
Laramie,WY,us-wy-021,4,295541,26,5428557
Lincoln,WY,us-wy-023,1,140549,26,5428557
Natrona,WY,us-wy-025,1,292934,26,5428557
Niobrara,WY,us-wy-027,1,54666,26,5428557
Platte,WY,us-wy-031,1,34121,26,5428557
Sheridan,WY,us-wy-033,1,42401,26,5428557
Sweetwater,WY,us-wy-037,2,411985,26,5428557
Teton,WY,us-wy-039,2,855464,26,5428557
Uinta,WY,us-wy-041,1,129323,26,5428557
Weston,WY,us-wy-045,1,149184,26,5428557
